numero_questao,enunciado,alternativas,nu_param_B,gabarito
120,"Ácidos e bases em química orgânica 
Diversos produtos naturais podem ser obtidos de 
plantas por processo de extração. O lapachol é da classe 
das naftoquinonas. Sua estrutura apresenta uma hidroxila 
enólica (pKa = 6,0) que permite que este composto seja 
isolado da serragem dos ipês por extração com solução 
adequada, seguida de filtração simples. Considere que 
pKa igual a menos log de Ka, em que Ka é a constante 
ácida da reação de ionização do lapachol.
Descrição da estrutura química do lapachol:
A estrutura representa um ciclo com 6 átomos de 
carbono contendo uma ligação dupla entre os carbonos 
1 e 2, com as seguintes características: 
•	 um grupo hidroxila (OH) no carbono 1 do ciclo;
•	 uma cadeia carbônica ligada ao carbono 2 do 
ciclo. Essa cadeia contém 4 átomos de carbono 
com uma ligação dupla entre o segundo e o 
terceiro e um grupo metila no terceiro carbono;
•	 uma ligação dupla com oxigênio nos carbonos 
3 e 6 do ciclo;
•	 um anel benzênico condensado ao ciclo pelos 
carbonos 4 e 5 do ciclo.
Qual solução deve ser usada para extração do lapachol 
da serragem do ipê com maior eficiência?","A: Solução de Na2CO3 para formar um sal de lapachol.; B: Solução-tampão ácido acético/acetato de sódio 
(pH = 4,5).; C: Solução de NaCl a fim de aumentar a força iônica 
do meio.; D: Solução de Na2SO4 para formar um par iônico com 
lapachol.; E: Solução de HCl a fim de extraí-lo por meio de reação 
ácido-base.",1.34402,A
121,"Alguns tipos de dessalinizadores usam o processo de 
osmose reversa para obtenção de água potável a partir 
da água salgada. Nesse método, utiliza-se um recipiente 
contendo dois compartimentos separados por uma 
membrana semipermeável: em um deles coloca-se água 
salgada e no outro recolhe-se a água potável. A aplicação 
de pressão mecânica no sistema faz a água fluir de um 
compartimento para o outro. O movimento das moléculas 
de água através da membrana é controlado pela pressão 
osmótica e pela pressão mecânica aplicada.
Para que ocorra esse processo é necessário que 
as resultantes das pressões osmótica e mecânica 
apresentem",A: mesmo sentido e mesma intensidade.; B: sentidos opostos e mesma intensidade.; C: sentidos opostos e maior intensidade da pressão osmótica.; D: mesmo sentido e maior intensidade da pressão osmótica.; E: sentidos opostos e maior intensidade da pressão mecânica.,2.91532,E
122,"Na Idade Média, para elaborar preparados a partir 
de plantas produtoras de óleos essenciais, as coletas 
das espécies eram realizadas ao raiar do dia. Naquela 
época, essa prática era fundamentada misticamente pelo 
efeito mágico dos raios lunares, que seria anulado pela 
emissão dos raios solares. Com a evolução da ciência, 
foi comprovado que a coleta de algumas espécies ao 
raiar do dia garante a obtenção de material com maiores 
quantidades de óleos essenciais.
A explicação científica que justifica essa prática se baseia 
na","A: volatilização das substâncias de interesse.; B: polimerização dos óleos catalisada pela radiação 
solar.; C: solubilização das substâncias de interesse pelo 
orvalho.; D: oxidação do óleo pelo oxigênio produzido na 
fotossíntese.; E: liberação das moléculas de óleo durante o processo 
de fotossíntese.",1.03504,A
123,"Um determinado aparelho de TV traz em uma etiqueta 
próxima ao cabo de força a informação: “Alimentação: 
100 a 240 volts, 60 hertz e 2 ampères”.
Uma pessoa decide levar esse aparelho a um 
acampamento e utilizar dez baterias de carro de 12 volts 
e 60 ampères-hora, ligadas em série, para alimentá-lo.
O aparelho não funcionará, pois","A: a bateria não fornece a potência necessária.; B: necessita de corrente alternada para sua operação.; C: as baterias foram ligadas em um arranjo diferente do 
indicado.; D: a tensão das baterias é inferior à tensão mínima 
exigida pelo aparelho.; E: uma bateria de carro não é capaz de fornecer a 
corrente exigida de dois ampères.",2.57144,B
124,"Uma orquestra é constituída de diferentes 
instrumentos, que são classificados em famílias. Uma 
dessas famílias é a das cordas clássicas ou friccionadas, 
em que os instrumentos, agrupados do mais alto para o 
mais baixo, são: o violino, a viola clássica, o violoncelo e 
o contrabaixo acústico.
O violino, em comparação ao violoncelo, é capaz de 
produzir uma onda sonora com maior",A: período.; B: amplitude.; C: frequência.; D: velocidade.; E: comprimento de onda.,0.7264,C
125,"Um motorista que atende a uma chamada de celular 
é levado à desatenção, aumentando a possibilidade 
de acidentes ocorrerem em razão do aumento de seu 
tempo de reação. Considere dois motoristas, o primeiro 
atento e o segundo utilizando o celular enquanto 
dirige. Eles aceleram seus carros inicialmente a  
1 metro por segundo ao quadrado. Em resposta a uma 
emergência, freiam com uma desaceleração igual a 
5 metros por segundo ao quadrado. O motorista atento 
aciona o freio à velocidade de 14 metros por segundo, 
enquanto o desatento, em situação análoga, leva 
1 segundo a mais para iniciar a frenagem.
Que distância o motorista desatento percorre a mais do 
que o motorista atento, até a parada total dos carros?",A: dois vírgula noventa metros; B: catorze vírgula zero metros; C: catorze vírgula cinco metros; D: quinze vírgula zero metros; E: dezessete vírgula quatro metros,0.56765,E
126,"Uma das estratégias para conservação de alimentos 
é o salgamento, adição de cloreto de sódio (NaCl), 
historicamente utilizado por tropeiros, vaqueiros e 
sertanejos para conservar carnes de boi, porco e peixe.
O que ocorre com as células presentes nos alimentos 
preservados com essa técnica?","A: O sal adicionado diminui a concentração de solutos 
em seu interior.; B: O sal adicionado desorganiza e destrói suas 
membranas plasmáticas.; C: A adição de sal altera as propriedades de suas 
membranas plasmáticas.; D: Os íons Na+ e Cl− provenientes da dissociação do sal 
entram livremente nelas.; E: A grande concentração de sal no meio extracelular 
provoca a saída de água de dentro delas.",2.03245,E
127,"Para demonstrar o processo de transformação de 
energia mecânica em elétrica, um estudante constrói um 
pequeno gerador utilizando:
•	 um fio de cobre de diâmetro D enrolado em N 
espiras circulares de área A;
•	 dois ímãs que criam no espaço entre eles um campo 
magnético uniforme de intensidade B; e 
•	 um sistema de engrenagens que lhe permite girar as 
espiras em torno de um eixo com uma frequência f. 
Ao fazer o gerador funcionar, o estudante obteve uma 
tensão máxima V e uma corrente de curto-circuito i.
Para dobrar o valor da tensão máxima V do gerador 
mantendo constante o valor da corrente de curto i, o 
estudante deve dobrar o(a)",A: número de espiras.; B: frequência de giro.; C: intensidade do campo magnético.; D: área das espiras.; E: diâmetro do fio.,1.45295,A
128,"Química, a ciência global
A ozonólise, reação utilizada na indústria madeireira 
para a produção de papel, é também utilizada em 
escala de laboratório na síntese de aldeídos e cetonas. 
As duplas ligações dos alcenos são clivadas pela oxidação 
com o ozônio (O3), em presença de água e zinco metálico, 
e a reação produz aldeídos e/ou cetonas, dependendo do 
grau de substituição da ligação dupla. Ligações duplas 
dissubstituídas geram cetonas, enquanto as ligações 
duplas terminais ou monossubstituídas dão origem a 
aldeídos, como mostra o esquema.
Descrição do esquema:
O reagente but-1-eno (hidrocarboneto formado por 
quatro átomos de carbono que apresenta uma ligação 
dupla entre o primeiro e o segundo átomos de carbono) 
reage com ozônio (O3), em presença de água (H2O), 
e zinco metálico (Zn), e produz propanal (carbono 
ligado a oxigênio por meio de ligação dupla e ligado 
a um átomo de hidrogênio e a um grupo etila por meio 
de ligações simples) e metanal (carbono ligado a 
oxigênio por meio de ligação dupla e a dois átomos de 
hidrogênio por meio de ligações simples).
Considere a ozonólise do composto 1-fenil-2-metilprop-1-eno:
Descrição do composto 1-fenil-2-metilprop-1-eno:
Cadeia carbônica contendo três átomos de carbono 
com uma ligação dupla entre o primeiro e o segundo 
carbonos, um anel benzênico no primeiro carbono e 
um grupo metila no segundo carbono.
Quais são os produtos formados nessa reação?",A: Benzaldeído e propanona.; B: Propanal e benzaldeído.; C: 2-fenil-etanal e metanal.; D: Benzeno e propanona.; E: Benzaldeído e etanal.,1.41041,A
129,"A terapia celular tem sido amplamente divulgada como revolucionária, por permitir a regeneração de tecidos a 
partir de células novas. Entretanto, a técnica de se introduzirem novas células em um tecido, para o tratamento de 
enfermidades em indivíduos, já era aplicada rotineiramente em hospitais.
A que técnica refere-se o texto?",A: Vacina.; B: Biópsia.; C: Hemodiálise.; D: Quimioterapia.; E: Transfusão de sangue.,1.63399,E
130,"Em algumas residências, cercas eletrificadas são utilizadas com o objetivo de afastar possíveis invasores. 
Uma cerca eletrificada funciona com uma diferença de potencial elétrico de aproximadamente 10 000 volts. 
Para que não seja letal, a corrente que pode ser transmitida através de uma pessoa não deve ser maior do que 
0,01 ampère. Já a resistência elétrica corporal entre as mãos e os pés de uma pessoa é da ordem de 1 000 ohms.
Para que a corrente não seja letal a uma pessoa que toca a cerca eletrificada, o gerador de tensão deve possuir uma 
resistência interna que, em relação à do corpo humano, é",A: praticamente nula.; B: aproximadamente igual.; C: milhares de vezes maior.; D: da ordem de dez vezes maior.; E: da ordem de dez vezes menor.,1.26972,C
131,"Para acender uma fogueira ou um fogão a lenha, recomenda-se utilizar inicialmente folhas secas ou lascas de 
lenha e só depois colocar as toras mais grossas. Considerando-se condições reacionais idênticas, percebe-se que as 
folhas ou lascas queimam numa velocidade maior que as toras.
O fator que determina essa maior velocidade de queima é o aumento da",A: pressão.; B: temperatura.; C: energia de ativação.; D: superfície de contato.; E: concentração dos reagentes.5,0.82494,D
132,"Algumas espécies vegetais têm o tegumento das 
sementes impermeável à água. O fogo frequente, 
durante a seca, provoca uma brusca e rápida elevação 
da temperatura, que pode levar ao aparecimento de 
fissuras na casca da semente e assim torná-la permeável, 
favorecendo sua germinação.
Essa é uma característica adaptativa de vegetais típicos 
de qual bioma brasileiro?",A: Cocais.; B: Pampa.; C: Cerrado.; D: Restinga.; E: Caatinga.,0.75725,C
133,"A tabela periódica
No ar que respiramos existem os chamados “gases 
inertes”. Trazem curiosos nomes gregos, que significam 
“o Novo”, “o Oculto”, “o Inativo”. E de fato são de tal 
modo inertes, tão satisfeitos em sua condição, que 
não interferem em nenhuma reação química, não se 
combinam com nenhum outro elemento e justamente por 
esse motivo ficaram sem ser observados durante séculos: 
só em 1962 um químico, depois de longos e engenhosos 
esforços, conseguiu forçar “o Estrangeiro” (o xenônio) a 
combinar-se fugazmente com o flúor ávido e vivaz, e a 
façanha pareceu tão extraordinária que lhe foi conferido 
o Prêmio Nobel.
Qual propriedade do flúor justifica sua escolha como 
reagente para o processo mencionado?",A: Densidade.; B: Condutância.; C: Eletronegatividade.; D: Estabilidade nuclear.; E: Temperatura de ebulição.,2.39752,C
134,"No manual fornecido pelo fabricante de uma ducha 
elétrica de 220 volts é apresentado um gráfico com 
a variação da temperatura da água em função da 
vazão para duas condições (morno e superquente). 
Na condição superquente, a potência dissipada é de  
6 500 watts. Considere o calor específico da água 
igual a 4 200 joules por, abre parêntese, quilograma 
vezes graus Celsius, fecha parêntese, e densidade 
da água igual a 1 quilograma por litro.
Descrição do gráfico:
•	 Gráfico da variação da temperatura (eixo vertical, 
em graus Celsius) em função da vazão da água 
(eixo horizontal, em litro por minuto). 
•	 Para a posição morna, na vazão de 3 litros por 
minuto, a temperatura varia 12 graus Celsius e, 
na vazão de 8 litros por minuto, a temperatura 
varia 4 graus Celsius.
•	 Para a posição superquente, na vazão de 3 litros 
por minuto, a temperatura varia 32 graus Celsius 
e, na vazão de 8 litros por minuto, a temperatura 
varia 12 graus Celsius.
Com base nas informações dadas, a potência na condição 
morno corresponde a que fração da potência na condição 
superquente?",A: Um terço.; B: Um quinto.; C: Três quintos.; D: Três oitavos.; E: Cinco oitavos.,1.20198,D
135,"A retina é um tecido sensível à luz, localizado na parte 
posterior do olho, onde ocorre o processo de formação 
de imagem. Nesse tecido, encontram-se vários tipos 
celulares específicos. Um desses tipos celulares são os 
cones, os quais convertem os diferentes comprimentos 
de onda da luz visível em sinais elétricos, que são 
transmitidos pelo nervo óptico até o cérebro.
Em relação à visão, a degeneração desse tipo celular irá","A: comprometer a capacidade de visão em cores.; B: impedir a projeção dos raios luminosos na retina.; C: provocar a formação de imagens invertidas na retina.; D: causar dificuldade de visualização de objetos próximos.; E: acarretar a perda da capacidade de alterar o diâmetro 
da pupila.",1.67212,A
