numero_questao,enunciado,alternativas
79,"O caramujo gigante africano, Achatina fulica, é uma espécie exótica que tem despertado o interesse das 
autoridades brasileiras, uma vez que tem causado danos ambientais e prejuízos econômicos à agricultura. 
A introdução da espécie no Brasil ocorreu clandestinamente, com o objetivo de ser utilizada na alimentação humana. 
Porém, o molusco teve pouca aceitação no comércio de alimentos, o que resultou em abandono e liberação 
intencional das criações por vários produtores. Por ser uma espécie herbívora generalista (alimenta-se de mais 
de 500 espécies diferentes de vegetais), com grande capacidade reprodutiva, tornou-se uma praga agrícola de 
difícil erradicação. Associada a isto, a ausência de predadores naturais fez com que ocorresse um crescimento 
descontrolado da população.
O desequilíbrio da cadeia alimentar observado foi causado pelo aumento da densidade populacional de","A: consumidores terciários, em função da elevada disponibilidade de consumidores secundários.; B: consumidores primários, em função da ausência de consumidores secundários.; C: consumidores secundários, em função da ausência de consumidores primários.; D: consumidores terciários, em função da elevada disponibilidade de produtores.; E: consumidores primários, em função do aumento de produtores."
80,"O álcool utilizado como combustível automotivo (etanol hidratado) deve apresentar uma taxa máxima de água em 
sua composição para não prejudicar o funcionamento do motor. Uma maneira simples e rápida de estimar a quantidade 
de etanol em misturas com água é medir a densidade da mistura. O gráfico mostra a variação da densidade da mistura 
(água e etanol) com a fração percentual da massa de etanol (fe), dada pela expressão
fe = 100 × 
me 
(me + ma)
 ,
em que me e ma são as massas de etanol e de água na mistura, respectivamente, a uma temperatura de 20 °C.
30
70
fe
0,98
0,96
0,94
0,92
0,9
0,88
0,86
0,84
0,82
0,8
0,78
0,76
ρ (g/cm³)
Suponha que, em uma inspeção de rotina realizada em determinado posto, tenha-se verificado que 50,0 centímetros cúbicos de álcool 
combustível tenham massa igual a 45,0 g. Qual é a fração percentual de etanol nessa mistura?",A: sete por cento; B: dez por cento; C: cinquenta e cinco por cento; D: noventa por cento; E: noventa e três por cento
81,"A 
toxina 
botulínica 
(produzida 
pelo 
bacilo 
Clostridium botulinum) pode ser encontrada em 
alimentos malconservados, causando até a morte de 
consumidores. No entanto, essa toxina modificada 
em laboratório está sendo usada cada vez mais 
para melhorar a qualidade de vida das pessoas com 
problemas físicos e/ou estéticos, atenuando problemas 
como o blefaroespasmo, que provoca contrações 
involuntárias das pálpebras.
O alívio dos sintomas do blefaroespasmo é consequência 
da ação da toxina modificada sobre o tecido","A: glandular, uma vez que ela impede a produção de 
secreção de substâncias na pele.; B: muscular, uma vez que ela provoca a paralisia das 
fibras que formam esse tecido.; C: epitelial, uma vez que ela leva ao aumento da camada 
de queratina que protege a pele.; D: conjuntivo, uma vez que ela aumenta a quantidade de 
substância intercelular no tecido.; E: adiposo, uma vez que ela reduz a espessura da 
camada de células de gordura do tecido."
82,"A cafeína é um alcaloide, identificado como 
1,3,7-trimetilxantina (massa molar igual a 194 g/mol), 
cuja estrutura química contém uma unidade de purina, 
conforme representado. Esse alcaloide é encontrado em 
grande quantidade nas sementes de café e nas folhas de 
chá-verde. Uma xícara de café contém, em média, 80 mg 
de cafeína.
CH3 fórmula química do hidrogênio fórmula química do carbono fórmula química do oxigênio fórmula química do nitrogênio
MARIA, C. A. B.; MOREIRA, R. F. A. Cafeína: revisão sobre métodos de análise. 
Química Nova, n. 1, 2007 (adaptado).
Considerando que a xícara descrita contém um volume 
de 200 mL de café, a concentração, em mol/L, de cafeína 
nessa xícara é mais próxima de:","A: zero vírgula zero zero zero quatro; B: zero vírgula zero zero dois; C: zero vírgula quatro; D: dois; E: quatro"
83,"A reprodução vegetativa de plantas por meio de 
estacas é um processo natural. O homem, observando 
esse processo, desenvolveu uma técnica para propagar 
plantas em escala comercial.
A base genética dessa técnica é semelhante àquela 
presente no(a)",A: transgenia.; B: clonagem.; C: hibridização.; D: controle biológico.; E: melhoramento genético.
84,"O acúmulo de plásticos na natureza pode levar a 
impactos ambientais negativos, tanto em ambientes 
terrestres quanto aquáticos. Uma das formas de 
minimizar esse problema é a reciclagem, para a qual é 
necessária a separação dos diferentes tipos de plásticos. 
Em um processo de separação foi proposto o seguinte 
procedimento:
I.	
Coloque a mistura de plásticos picados em um 
tanque e acrescente água até a metade da sua 
capacidade.
II.	 Mantenha essa mistura em repouso por cerca de 
10 minutos.
III.	 Retire os pedaços que flutuaram e transfira-os 
para outro tanque com uma solução de álcool.
IV.	 Coloque os pedaços sedimentados em outro 
tanque com solução de sal e agite bem.
Qual propriedade da matéria possibilita a utilização do 
procedimento descrito?","A: Massa.; B: Volume.; C: Densidade.; D: Porosidade.; E: Maleabilidade."
85,"Para irrigar sua plantação, um produtor rural construiu 
um reservatório a 20 metros de altura a partir da barragem 
de onde será bombeada a água. Para alimentar o motor 
elétrico das bombas, ele instalou um painel fotovoltaico. 
A potência do painel varia de acordo com a incidência 
solar, chegando a um valor de pico de 80 W ao meio-dia. 
Porém, entre as 11 horas e 30 minutos e as 12 horas e 
30 minutos, disponibiliza uma potência média de 50 W. 
Considere a aceleração da gravidade igual a 10 m/s2 e 
uma eficiência de transferência energética de 100%.
Qual é o volume de água, em litros, bombeado para o 
reservatório no intervalo de tempo citado?",A: cento e cinquenta; B: duzentos e cinquenta; C: quatrocentos e cinquenta; D: novecentos; E: mil e quatrocentos e quarenta
86,"A fotografia feita sob luz polarizada é usada por 
dermatologistas para diagnósticos. Isso permite ver 
detalhes da superfície da pele que não são visíveis com o 
reflexo da luz branca comum. Para se obter luz polarizada, 
pode-se utilizar a luz transmitida por um polaroide ou a 
luz refletida por uma superfície na condição de Brewster, 
como mostra a figura. Nessa situação, o feixe da luz 
refratada forma um ângulo de 90° com o feixe da luz 
refletida, fenômeno conhecido como Lei de Brewster. 
Nesse caso, o ângulo de incidência θp , também chamado 
de ângulo de polarização, e o ângulo de refração θr  estão 
em conformidade com a Lei de Snell.
Raio de luz incidente
(não polarizado)
Raio de luz refletido
(polarizado)
Raio de luz refratado
(parcialmente polarizado)
Lâmina
θp
θp
θr
sen 30° = cos 60° =  
sen 60° = cos 30° =  √3
Dado:
Considere um feixe de luz não polarizada proveniente 
de um meio com índice de refração igual a 1, que incide 
sobre uma lâmina e faz um ângulo de refração θr de 30°.
Nessa situação, qual deve ser o índice de refração da 
lâmina para que o feixe refletido seja polarizado?",A: raiz quadrada de três; B: raiz quadrada de três sobre três; C: dois; D: um meio; E: raiz quadrada de três sobre dois
87,"Na natureza a matéria é constantemente transformada 
por meio dos ciclos biogeoquímicos. Além do ciclo 
da água, existem os ciclos do carbono, do enxofre, do 
fósforo, do nitrogênio e do oxigênio.
O elemento que está presente em todos os ciclos 
nomeados é o",A: fósforo.; B: enxofre.; C: carbono.; D: oxigênio.; E: nitrogênio.
88,"Bioindicador ou indicador biológico é uma espécie 
ou grupo de espécies que reflete o estado biótico ou 
abiótico de um meio ambiente, o impacto produzido sobre 
um hábitat, comunidade ou ecossistema, entre outras 
funções. A posição trófica do organismo bioindicador é 
uma das características mais relevantes quanto ao seu 
grau de importância para essa função: quanto mais baixo 
o nível trófico do organismo, maior é a sua utilidade, pois 
pressupõe-se que toda a cadeia trófica é contaminada a 
partir dele.
ANDRÉA, M. M. Bioindicadores ecotoxicológicos de agrotóxicos.
Disponível em: www.biologico.sp.gov.br. Acesso em: 11 mar. 2013 (adaptado).
O grupo de organismos mais adequado para essa 
condição, do ponto de vista da sua posição na cadeia 
trófica, é constituído por",A: algas.; B: peixes.; C: baleias.; D: camarões.; E: anêmonas.
89,"Durante uma aula experimental de física, os 
estudantes construíram um sistema ressonante com 
pêndulos simples. As características de cada pêndulo 
são apresentadas no quadro. Inicialmente, os estudantes 
colocaram apenas o pêndulo A para oscilar.
Pêndulo 
Massa 
Comprimento 
do barbante
A M L
um M L
dois M dividido por dois dois L
três dois M L dividido por dois
quatro M dividido por  dois L dividido por dois
cinco dois M L
Quais pêndulos, além desse, passaram também a oscilar?","A: um, dois, três, quatro e cinco; B: um, dois e três; C: um e quatro; D: um e cinco; E: três e quatro"
90,"fórmula química do gás carbônico
fórmula química da glicose
No esquema representado, o processo identificado pelo 
número 2 é realizado por",A: seres herbívoros.; B: fungos fermentadores.; C: bactérias heterótrofas.; D: organismos produtores.; E: microrganismos decompositores.
